,54.2008485721793,12.8217460359918,199136
,54.158953313776,8.89958992120981,188823
,53.3018821648664,10.0573512883841,187772
,53.636599340501,7.66470048554221,187687
,52.0729001312382,10.5458014024041,187570
,36.1498677177562,-85.5065162617873,155837
,35.4209057219896,-88.6156006280312,155669
,35.6598569122826,-101.401097869695,155426
,26.4758066960084,-97.7769493541557,155111
,28.815682063115,-97.8510386599215,154880
,33.6950225508044,-97.5230704571888,154801
,31.3261729784138,-99.8661899463066,154571
,32.316704425966,-96.0204561670144,154274
,29.8089016377868,-98.2787869551827,154202
,40.8069420541936,-73.6996919241272,153460
,43.1632692836691,-77.3131402906792,153011
,42.9466619169903,-73.6438681075718,152389
,42.0072017882983,-96.2509562564479,148145
,37.2691732917141,-76.7071870130594,147736
,37.7825117220597,-79.4438770616385,147572
,38.7480010593968,-77.4838052979403,147455
,34.6704430978579,-87.3264249066931,145497
,33.2032997082945,-86.217781831598,145373
,-34.3579767235423,-57.0514495490985,108982
,19.6793316859117,-99.1196931534653,698445
,25.3946704693599,-100.129838509764,698429
,48.4543058432595,3.05232098068543,682884
,48.3841232834559,3.03226737814273,682878
,42.4040548441176,9.22907829834575,689628
,42.4715311337817,9.29806523499218,689620
,42.4245007575977,9.35826219352317,689614
,47.9706370935889,40.8776970640804,640395
,44.9564972872401,25.1936724394711,555124
,62.3938118459892,39.4198959010684,628087
,44.5601403889685,5.55367499718658,663615
,43.3523884237442,0.810961615898718,676481
,42.7944129221582,3.00170962272946,670435
,49.0231499899461,22.2909999541517,534034
,49.2101552356135,21.7037880227129,534028
,48.9372591116874,21.6265205057225,534018
,37.4244529661607,-6.07290007169883,524412
,52.7639179669811,21.5762453164261,233681
,52.2353331996793,20.2506393299333,233664
,52.2673622804673,20.212909623241,233658
,52.6384964204673,21.8588634831551,233652
,51.1381237512328,11.3163742813247,190509
,19.5517854509522,-71.7240646564322,167292
,19.6910423740841,-73.3474406635346,167275
,35.0044736085443,-85.659702526043,155951
,-8.58635528676255,-35.9321206937057,463986
,30.3236336682034,-9.01657587005553,436158
,-52.4842149250445,-74.1628598866855,410412
,-50.4352292738667,-74.2369990979945,402407
,-52.4071799051518,-73.6440913452816,402401
,-3.16242624068722,37.1848088037349,391354
圣罗莎,38.4018361555273,-122.804851089213,141291
,61.4232425794058,-144.755295691199,132695
,48.6622712963894,26.2686129648467,119609
,37.764243133501,12.9816884724707,503789
,36.7852236887961,14.6951624323133,503774
,42.8398399859011,12.5775968245097,497256
,54.9732671399332,-1.57181136022727,486521
,33.3586867927066,43.766930587942,585084
迪瓦尼耶,31.9894903783366,44.923351072387,585066
,31.3111379772639,45.2850188391232,585051
,-6.13769896985001,106.713992406116,574677
,-6.16023648697346,106.802659054883,574369
,-6.14359615033833,106.811179960484,574368
,-6.20066842866784,106.86394955796,574065
,45.1427793781721,-78.5145574350094,569212
,43.3538191442403,-80.3043889610168,569039
,50.0260938601569,14.880634620762,567025
,49.7572822886964,14.9128636996494,566954
